kakakakakakaka
|A130291|,|SOPORTE ORGANIZADOR COMPLETO|,|UN|,|1|
|A130591FA|,|SOPORTE SILLON SMART FA|,|UN|,|1|
|A130601FA|,|BANDEJA SILLON SMART FA|,|UN|,|1|
|A201001FA|,|Base rodante Inox. Practica 2001 FA|,|UN|,|1|
|A202001|,|REPROCESADORA DE FILTROS PRACTICA 2001|,|UN|,|1|
|A202001FA|,|REPROC FILTROS PRACTICA 2001 FA|,|UN|,|1|
|A283111|,|TUBO PEX-A RAUTITAN FLEX 25 X 3,5 MM|,|UN|,|1|
|A283121|,|CURVA GUIA PARA PEX 90° 25 X 3,5 MM|,|UN|,|1|
|A289281FA|,|OIP 120 L/H C/CARRO APEMA OI1C.22|,|UN|,|1|
|A289291FA|,|OIP 120 L/H S/CARRO APEMA OI1C.21|,|UN|,|1|
|A289301FA|,|OIP 90L/H C/CARRO APEMA OI1C.1-90|,|UN|,|1|
|A289311FA|,|OIP 90 L/H S/CARRO APEMA OI1C|,|UN|,|1|
|A289321FA|,|OIP 90L/H C/CARROyDOSIF APEMA OI1C.190BA|,|UN|,|1|
|A289331FA|,|OIP C/PRET ZYZATECH S-750|,|UN|,|1|
|A289341FA|,|OIP C/PRET ZYZATECH F-750|,|UN|,|1|
|A289351FA|,|OIP C/PRET C/CARRO FG TP100|,|UN|,|1|
|A289361FA|,|OIP C/PRET RAN|,|UN|,|1|
|A289371FA|,|OIP FRESENIUS WTU 100|,|UN|,|1|
|A290121|,|SOPORTE 1/2 PEX|,|UN|,|1|
|A300001FA|,|Sillón para Diálisis|,|UN|,|1|
|A300002FA|,|Sillón Parmed P-M110|,|UN|,|1|
|A300003FA|,|Almohadilla Apoya Brazo Parmed|,|UN|,|1|
|A300004FA|,|Varilla Aluminio Apoya Pie|,|UN|,|1|
|A300005FA|,|Almohadilla Apoya Cabeza|,|UN|,|1|
|A360001FA|,|Osmosis Inversa  Portatil DP 50 lts/h|,|UN|,|1|
|A390001FA|,|Bomba Presurizadora SH FA|,|UN|,|1|
|A400001FA|,|Tanque de agua tratada SH FA|,|UN|,|1|
|AFAM16DFA|,|Filtro Ablandador Duplex FAP16 Magnum|,|UN|,|1|
|AFAM16TFA|,|Filtro Ablandador Twin FAM16 Magnum|,|UN|,|1|
|AFAM18DFA|,|Filtro Ablandador Duplex FAP18 Magnum|,|UN|,|1|
|AFAM211FA|,|Filtro Ablandador FAM21 Magnum|,|UN|,|1|
|AFAM241FA|,|Filtro Ablandador FAM24 Magnum|,|UN|,|1|
|AFAM24TFA|,|Filtro AblandadorTwin  FAM 24 Magnum|,|UN|,|1|
|AFAM301FA|,|Filtro Ablandador FAM30 Magnum|,|UN|,|1|
|AFAM361FA|,|Filtro Ablandador FAM36 Magnum|,|UN|,|1|
|AFAP10DFA|,|Filtro Ablandador Duplex FAP10 Performa|,|UN|,|1|
|AFAP13DFA|,|Filtro Ablandador Duplex FAP13 Performa|,|UN|,|1|
|AFAP13TFA|,|Filtro Ablandador Triplex FAP13 Performa|,|UN|,|1|
|AFAP161FA|,|Filtro Ablandador FAP16 Performa|,|UN|,|1|
|AFAP181FA|,|Filtro Ablandador FAP18 Performa|,|UN|,|1|
|AFAP18TFA|,|Filtro Ablandador Twin FAP 18 Performa|,|UN|,|1|
|AFAP211FA|,|Filtro Ablandador FAP21 Performa|,|UN|,|1|
|AFAP241FA|,|Filtro Ablandador FAP24 Performa|,|UN|,|1|
|AFCM181FA|,|Filtro Carbón Activ FCM18 Magnum|,|UN|,|1|
|AFCM211FA|,|Filtro Carbón Activ FCM21 Magnum|,|UN|,|1|
|AFCM241FA|,|Filtro Carbón Activ FCM24 Magnum|,|UN|,|1|
|AFCM301FA|,|Filtro Carbón Activ FCM30 Magnum|,|UN|,|1|
|AFCM361FA|,|Filtro Carbón Activ FCM36 Magnum|,|UN|,|1|
|AFCP131FA|,|Filtro Carbón Activ FCP13 Performa|,|UN|,|1|
|AFCP161FA|,|Filtro Carbón Activ FCP16 Performa|,|UN|,|1|
|AFCP181FA|,|Filtro Carbón Activ FCP18 Performa|,|UN|,|1|
|AFCP211FA|,|Filtro Carbón Activ FCP21 Performa|,|UN|,|1|
|AFCP241FA|,|Filtro Carbón Activ FCP24 Performa FA|,|UN|,|1|
|AFDP241FA|,|Filtro desnitrificador FDP24 performa|,|UN|,|1|
|AFPM181FA|,|Filtro Multimedia FPM18 Magnum|,|UN|,|1|
|AFPM211FA|,|Filtro Multimedia FPM21 Magnum|,|UN|,|1|
|AFPM241FA|,|Filtro Multimedia FPM24 Magnum|,|UN|,|1|
|AFPM301FA|,|Filtro Multimedia FPM30 Magnum|,|UN|,|1|
|AFPP161FA|,|Filtro Multimedia FPP16 Performa|,|UN|,|1|
|AFPP181FA|,|Filtro Multimedia FPP18 Performa|,|UN|,|1|
|AFTMZ142FA|,|Filtro Turbidex FTZ142 Magnum|,|UN|,|1|
|AFTMZ71FA|,|Filtro Turbidex FTZ71 Magnum|,|UN|,|1|
|AFTPZ43FA|,|Filtro Turbidex FTZ43 Performa|,|UN|,|1|
|AFTPZ71FA|,|Filtro Turbidex FTZ71 Performa|,|UN|,|1|
|AHB1250FA|,|Reserva Agua Tratada p/1 loop HB1250 FA|,|UN|,|1|
|AHB2250FA|,|Reserva Agua Tratada p/2 loops HB2250 FA|,|UN|,|1|
|AHB3250FA|,|Reserva Agua Tratada p/3 loops HB3250 FA|,|UN|,|1|
|AMFP210FA|,|Fil. Partículas Simple MFP210 20/10μm FA|,|UN|,|1|
|AMFP410FA|,|Filt. Partículas Doble MFP410 20/10μm FA|,|UN|,|1|
|AMFP610FA|,|Fil. Partículas Triple MFP610 20/10μm FA|,|UN|,|1|
|AMFPF21FA|,|Fil. Partículas Simple MFPF21 5 y 1μm FA|,|UN|,|1|
|AMFPF41FA|,|Fil. Partículas Doble MFPF41 5 y 1μm FA|,|UN|,|1|
|AMFPF61FA|,|Fil. Partículas Triple MFPF61 5 y 1μm FA|,|UN|,|1|
|AOIDB05FA|,|Osmosis inversa 720lts/h DP|,|UN|,|1|
|AOIDB06FA|,|Osmosis Inversa 720lts/h DP OIDB06|,|UN|,|1|
|AOIDB08FA|,|Osmosis inversa 1080lts/h DP|,|UN|,|1|
|AOIDB09FA|,|Osmosis Inversa 1080lts/h DP OIDB09|,|UN|,|1|
|AOIDB12FA|,|Osmosis Inversa 1440lts/h DP OIDB12|,|UN|,|1|
|AOIDB15FA|,|Osmosis Inversa 1800lts/h DP OIDB15|,|UN|,|1|
|AOISB02FA|,|Osmosis inversa 720lt/h baja enegia|,|UN|,|1|
|AOISB05FA|,|Osmosis Inversa 1800lts/h, OISB05|,|UN|,|1|
|AOISB06FA|,|Osmosis Inversa 2160lts/h, OISB06|,|UN|,|1|
|AOISB07FA|,|Osmosis Inversa 2520lts/h, OISB07|,|UN|,|1|
|AOISB08FA|,|Osmosis inversa 2880lts/h|,|UN|,|1|
|AOISC02FA|,|Osmosis Inversa 480lts/h, OISC02|,|UN|,|1|
|AOISC03FA|,|Osmosis Inversa 720lts/h, OISC03|,|UN|,|1|
|AOISC04FA|,|Osmosis Inversa 960lts/h, OISC04|,|UN|,|1|
|AOISC05FA|,|Osmosis inversa 1200lt/h Convencional|,|UN|,|1|
|AOISC06FA|,|Osmosis Inversa 1440lts/h, OISC06|,|UN|,|1|
|AOISC07FA|,|Osmosis inversa  1680lt/h Convencional|,|UN|,|1|
|AOISC08FA|,|Osmosis Inversa  1920lts/h, OISC08|,|UN|,|1|
|AP25MHMFA|,|Presuriz. doble bomba 2m3/h P25MHM FA|,|UN|,|1|
|AP25MHTFA|,|Presuriz. doble bomba 2m3/h P25MHT FA|,|UN|,|1|
|AP45MHMFA|,|Presuriz. doble bomba 4m3/h P45MHM FA|,|UN|,|1|
|AP45MHTFA|,|Presuriz. doble bomba 4m3/h P45MHT FA|,|UN|,|1|
|AP82MHTFA|,|Presuriz. doble bomba 8m3/h P82MHT FA|,|UN|,|1|
|APR05M1FA|,|Sistema Reuso 5 puestos manual PR5M|,|UN|,|1|
|APR10M1FA|,|Sistema Reuso 10 puestos manual PR10M FA|,|UN|,|1|
|APR4M01FA|,|Sistema Reuso 4 puestos manual PR4M. FA|,|UN|,|1|
|APR8M01FA|,|Sistema Reuso 8 puestos manual PR8M|,|UN|,|1|
|AR0000006|,|CAMISOLIN|,|UN|,|1|
|AR0000007|,|BARBIJO RECTANGULAR DOBLE CAPA (DPCA)|,|UN|,|1|
|AR0000008|,|CINTURON DP|,|UN|,|1|
|AR0001238|,|PARANTE DPCA|,|UN|,|1|
|AR11013|,|BICARBONATO DE SODIO ULTRA COARSE|,|KG|,|1|
|AR24056|,|TAPA BAYONETA POLIETILENO|,|UN|,|1|
|AR30056|,|BOTELLA PE 1000 ML TAPA ROJA|,|UN|,|1|
